Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested , Survey Version DateTime 
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,1,, 18.00 ,, 18.00 , 18.00 ,, In Service ,S,,2040,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,1,, 18.90 ,, 18.90 , 18.90 ,, In Service ,S,,2036,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,1,, 18.90 ,, 18.90 , 18.90 ,, In Service ,S,,2040,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,1,, 21.76 ,, 21.76 , 21.76 ,, In Service ,S,,2040,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,1,, 25.60 ,, 25.60 , 25.60 ,, In Service ,S,,2040,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,1,, 27.00 ,, 27.00 , 27.00 ,, In Service ,S,,2040,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,1,, 37.20 ,, 37.20 , 37.20 ,, In Service ,S,,2050,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,2,, 20.75 ,, 41.50 , 41.50 ,, In Service ,S,,2040,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett GT,EnergyAustralia Hallett Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,AGLHAL,3,, 17.00 ,, 51.00 , 51.00 ,, In Service ,S,,2040,,Existing less Announced Withdrawal, OCGT ,1086,,Feb 2025,02-06-2025
 SA1 ,Existing Plant,Hallett Stage 1 Brown Hill,Palisade Investment Partner Limited, Wind Turbine - Onshore ,Wind - Wind,HALLWF1,45, 2.10 , 2.10 , 94.50 , 94.50 , 94.50 ,, In Service ,SS,,2043,,Existing less Announced Withdrawal, Wind ,1087,,Feb 2025,11-03-2025
 SA1 ,Existing Plant,Hallett Stage 2 Hallett Hill,Infrastructure Capital Group Limited, Wind Turbine - Onshore ,Wind - Wind,HALLWF2,34, 2.10 , 2.10 , 71.40 , 71.40 , 71.40 ,, In Service ,SS,,2035,,Existing less Announced Withdrawal, Wind ,1088,,Feb 2025,11-03-2025
 QLD1 ,Project,Halys BESS - Iberdrola,IBERDROLA AUSTRALIA DEVELOPMENT PTY LIMITED, Storage - Battery ,Other - Other,,1,, 500.00 ,, 500.00 , 500.00 ,2000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2760,Q00164,Feb 2025,19-03-2025
 QLD1 ,Project,Halys BESS (Akaysha),Halys BESS ProjectCo Pty Ltd, Storage - Battery ,Other - Other,,224, -   , 5.00 , -   ," 1,120.00 "," 1,120.00 ",4050.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2662,Q00133,,09-03-2025
